,0
0,6.7524800300598145
1,6.776130372827703
2,6.782796473730178
3,6.804503256274808
4,6.796439391810719
5,6.800846370996213
6,6.810877870340816
7,6.808815647178973
8,6.811418615741494
9,6.811317915444846
10,6.810214571433492
11,6.808949002274522
12,6.808909278270627
13,6.808523895176313
14,6.804313960650289
15,6.8045840737046
16,6.7799678648480715
17,6.783473907158389
18,6.767380582693532
19,6.765832968407277
20,6.76907608876774
21,6.771025375167341
22,6.771938608782324
23,6.774225691180209
24,6.758306208487863
25,6.760367644260604
26,6.763446290830999
27,6.766094608940322
28,6.766469424305438
29,6.769467638939926
30,6.769646649344815
31,6.765571626436289
32,6.762350299276667
33,6.741030410697453
34,6.730330805624685
35,6.657824764903794
36,6.577588752696388
37,6.62755188112953
38,6.642017190850626
39,6.646226899093374
40,6.650995883858412
41,6.655070587086271
42,6.658398191322907
43,6.651840921621035
44,6.654287978635083
45,6.654968153082346
46,6.653009316667817
47,6.641347999785356
48,6.641493284033142
49,6.635868053329452
50,6.635768946773278
51,6.6324346119177084
52,6.628253297247493
53,6.6296168597180065
54,6.62814692979379
55,6.62790337772854
56,6.622346500874416
57,6.624151194993335
58,6.624466987362006
59,6.627189078105081
60,6.629113463316107
61,6.6285931422160225
62,6.631699023231408
63,6.634245632378689
64,6.636237830528045
65,6.609822619162763
66,6.618698913102431
67,6.618130848944276
68,6.598903641826781
69,6.601584648947985
70,6.602180277399942
71,6.597109876269195
72,6.5912859659750485
73,6.579902260639436
74,6.583867525282177
75,6.581655649465823
76,6.563076376288385
77,6.56223798834087
78,6.558078652460047
79,6.560157745285371
80,6.561072903923625
81,6.560889458244738
82,6.56270095709616
83,6.560582592025417
84,6.540092105530955
85,6.54819974846061
86,6.546978515338123
87,6.513544649809565
88,6.524060149198222
89,6.524209314725215
90,6.50618934790117
91,6.507102519568183
92,6.506241337872483
93,6.507425175317504
94,6.508659304771869
95,6.50310567626191
96,6.503399604068958
97,6.492785532860014
98,6.497165324612617
99,6.497923532480188
100,6.496069098328734
101,6.49665079767697
102,6.496488453475549
103,6.495233448816664
104,6.493590298578444
105,6.49471947082897
106,6.493654591311384
107,6.495563998609698
108,6.496536263704962
109,6.497305738499796
110,6.498279396129889
111,6.498044469783587
112,6.498548877334935
113,6.499036148941485
114,6.50060624934204
115,6.501354879964237
116,6.492682034347101
117,6.492546540055898
118,6.4895037522667245
119,6.49053133725119
120,6.490428086422961
121,6.489378466869956
122,6.489235912747895
123,6.4885284430025845
124,6.489796494015948
125,6.489239314953677
126,6.485882551494238
127,6.4806301209234425
128,6.4811813163161744
129,6.480446822877821
130,6.4697101971994995
131,6.46947753674924
132,6.470029557680741
133,6.466213263218605
134,6.465643892707797
135,6.4599122242253415
136,6.461692538881547
137,6.46230476985962
138,6.459751098765402
139,6.4547534732832315
140,6.451895599106565
141,6.454222800121673
142,6.455565300564964
143,6.457128994619821
144,6.458560975039692
145,6.455710951333864
146,6.419327508030914
147,6.375718012062202
148,6.3940431352134555
149,6.395640015367329
150,6.39567566712672
151,6.390813228554119
152,6.393679298440966
153,6.394008340909034
154,6.391696388427773
155,6.392777342404608
156,6.3936258978345375
157,6.39348007387173
158,6.395444024300098
159,6.3938983192587315
160,6.394441773790443
161,6.393924456221614
162,6.393201304398627
163,6.39464413966696
164,6.395804193676824
165,6.397334467062401
166,6.398338838635797
167,6.400321765552623
168,6.400802512176222
169,6.401809368668152
170,6.403166819436173
171,6.401871066708197
172,6.4039125279077656
173,6.4035018268631125
174,6.403643935118612
175,6.3979015821503396
176,6.401113123467501
177,6.402710008329317
178,6.402919268625729
179,6.403949610822463
180,6.40287592992615
181,6.404545073089481
182,6.405273439598992
183,6.405501185712462
184,6.405876724054571
185,6.407157045519943
186,6.404361253016837
187,6.40200449196197
188,6.398949736047049
189,6.3983043803583355
190,6.399568079275653
191,6.392605922539247
192,6.393457033686529
193,6.395132808106448
194,6.396566671054027
195,6.397946343799757
196,6.398095982957621
197,6.37969989538244
198,6.373972308782545
199,6.3745129185989855
200,6.374661279018973
201,6.372703770245565
202,6.374314548917364
203,6.374568125084082
204,6.371933243284036
205,6.373327217675141
206,6.371731965044414
207,6.373437283612405
208,6.37396589129433
209,6.374957326468758
210,6.375845349075568
211,6.360459894113552
212,6.367443162857056
213,6.367909187908635
214,6.369789162638144
215,6.369486999771643
216,6.371587700244181
217,6.372255370249568
218,6.371596568021575
219,6.372791809248415
220,6.371288293835145
221,6.370567239947798
222,6.370243588114903
223,6.367882103104061
224,6.342657844861876
225,6.314495851081654
226,6.3041549039630365
227,6.314252597299344
228,6.315800413300931
229,6.318249998279446
230,6.319407683425438
231,6.321208425502345
232,6.322806876328723
233,6.324539504572327
234,6.324670939161851
235,6.3245841699917165
236,6.325120692698942
237,6.326478195374944
238,6.328391543824043
239,6.3294506039728065
240,6.3304494314653414
241,6.331225644067226
242,6.331454035235745
243,6.3292227300029325
244,6.330444832761864
245,6.330763095122163
246,6.33143105235975
247,6.313776737599352
248,6.288343962895977
249,6.263099945491857
250,6.238057627782614
251,6.213214757298726
252,6.188568969800332
253,6.164117927040826
254,6.1398593408528255
255,6.115790964882413
256,6.126810257919233
257,6.1264081208238625
258,6.110087282178516
259,6.1198998713800155
260,6.122135878777368
261,6.123063949435886
262,6.125717685564055
263,6.12684433107215
264,6.124880853338742
265,6.124855823018912
266,6.127893653030946
267,6.129012059981831
268,6.13145866519819
269,6.133688031120348
270,6.134364105845982
271,6.133927364865023
272,6.135605790845827
273,6.136180873821911
274,6.12124226727445
275,6.128184718923275
276,6.1291708248334205
277,6.127836378229514
278,6.13139998221011
279,6.133370145321911
280,6.135560537636337
281,6.137232769329149
282,6.139056019883249
283,6.139202008842447
284,6.1407990706387325
285,6.142897342875055
286,6.144068924358693
287,6.146455511720114
288,6.137106517424307
289,6.142381066678175
290,6.143609153894088
291,6.145054200753845
292,6.137817529135142
293,6.144817594266672
294,6.14488367389724
295,6.145448353659854
296,6.147538670546694
297,6.1493886804051785
298,6.151441083237608
299,6.147893785488237
300,6.148680734374683
301,6.151157157196307
302,6.15317414880477
303,6.155510080165961
304,6.150254444904363
305,6.149883172006337
306,6.153519684535342
307,6.155444016531011
308,6.157242278054365
309,6.158708950079318
310,6.159280270510543
311,6.16074829756186
312,6.1622102174739375
313,6.157191964744526
314,6.162398301247116
315,6.164033943614701
316,6.1661638202578555
317,6.168368921609108
318,6.168774105296456
319,6.165890092210045
320,6.166773594391672
321,6.163727634116329
322,6.167455887162987
323,6.16908288174452
324,6.162846854046326
325,6.162661934143205
326,6.1657534471015065
327,6.167457437043737
328,6.168932723979471
329,6.170135577949404
330,6.172580024679003
331,6.1749508961224855
332,6.177529752913595
333,6.179915033846274
334,6.181669420835674
335,6.184057746914736
336,6.186780294605248
337,6.1888889538595295
338,6.188186993716767
339,6.18912586396164
340,6.191495021903836
341,6.191081066344842
342,6.189814805143371
343,6.192818029246565
344,6.193626126999907
345,6.194635283040636
346,6.196029929399072
347,6.195205271187787
348,6.198590642515589
349,6.200477248577491
350,6.201667907198571
351,6.202232928123336
352,6.203876145007963
353,6.205927672985148
354,6.2068824030073655
355,6.208757943143641
356,6.198274010737012
357,6.203370017626853
358,6.204157123790085
359,6.2069097482544375
360,6.209079178040414
361,6.211228306595926
362,6.211314169461186
363,6.212546646520186
364,6.214846046414922
365,6.216819994720007
366,6.219123143611245
367,6.22003432494492
368,6.221934145192588
