,0
0,10.609406471252441
1,10.581006396900523
2,10.596980776105609
3,10.609243669817525
4,10.610999084100492
5,10.606245620577942
6,10.608310543122839
7,10.614248933926435
8,10.614573466924973
9,10.61670890221229
10,10.617737675657366
11,10.616397307799742
12,10.613809948125162
13,10.615752147354243
14,10.616225195269212
15,10.616343030866409
16,10.619949388207857
17,10.620839816087868
18,10.621302920810425
19,10.621575934724659
20,10.607522338183959
21,10.58984148558847
22,10.59173038965976
23,10.592778763213715
24,10.59449973838458
25,10.596399660604408
26,10.598055682419817
27,10.599385989987983
28,10.60134719699303
29,10.600163941530838
30,10.601593686100653
31,10.602863051117042
32,10.603716832455074
33,10.602791912966264
34,10.603133587543565
35,10.604161604856833
36,10.604931892120277
37,10.605822388373937
38,10.606138980294777
39,10.606450558928273
40,10.605721742434989
41,10.605036129916671
42,10.604927624772676
43,10.60527588209254
44,10.603942012570613
45,10.604005069267458
46,10.603054683792875
47,10.602919214090724
48,10.603473730741568
49,10.603893590798931
50,10.603586299690658
51,10.603977996542495
52,10.603974373464164
53,10.60232679543073
54,10.602058114494282
55,10.598885328497081
56,10.59883400038177
57,10.597196729295934
58,10.594568221376193
59,10.594442864561646
60,10.594873961513729
61,10.596419526395158
62,10.597108572193582
63,10.597241563388927
64,10.597687673643115
65,10.597909974246164
66,10.595060639951305
67,10.59155600046081
68,10.592054697560494
69,10.592853613769266
70,10.59187977528266
71,10.591622634276057
72,10.591184915021454
73,10.59183536900052
74,10.592126138458045
75,10.591877698580847
76,10.592208631718519
77,10.591746733500955
78,10.591837521551819
79,10.592465837143465
80,10.592809721176396
81,10.59227518206313
82,10.592473860634955
83,10.592559610176316
84,10.592862044163182
85,10.592722371658343
86,10.592756244779048
87,10.592657084853723
88,10.589750201152754
89,10.590382149992834
90,10.590796593423688
91,10.590786222045429
92,10.590500990031984
93,10.590687628847444
94,10.591013333749315
95,10.56728740194744
96,10.559186096618129
97,10.561288475867526
98,10.561753116251861
99,10.56204270666952
100,10.561501272193917
101,10.558186852495702
102,10.55865213312902
103,10.558648888979226
104,10.559580457313604
105,10.55964586215287
106,10.559242075732246
107,10.559467372440157
108,10.544665380499078
109,10.528284259283904
110,10.52759314947622
111,10.527798444274092
112,10.527717713050604
113,10.528239571658201
114,10.52857348691153
115,10.528742193865009
116,10.52877075665989
117,10.529157056450131
118,10.529404029918867
119,10.529649181389988
120,10.528130840401566
121,10.528025539919525
122,10.52910386979043
123,10.52917046492706
124,10.528680498805572
125,10.529209489349743
126,10.52927584141422
127,10.529259104132183
128,10.529588445660474
129,10.530153420246636
130,10.530201440770108
131,10.530578347947378
132,10.530403767635567
133,10.5307710478845
134,10.531357808045538
135,10.53192106712138
136,10.531928089942063
137,10.527570911778923
138,10.528104459091342
139,10.527811310430126
140,10.527774580881308
141,10.523260823046375
142,10.523047497035918
143,10.523168447382545
144,10.522950447904492
145,10.52223056123472
146,10.52291054712592
147,10.522239683924038
148,10.522314501323867
149,10.522443271338899
150,10.522629621106733
151,10.522694770268933
152,10.521238190496069
153,10.493864531691443
154,10.499026489830264
155,10.499124099099966
156,10.498900206481547
157,10.499798173816396
158,10.498407337425782
159,10.489913482848838
160,10.491713356256932
161,10.492089863892003
162,10.492394465932428
163,10.491720593465317
164,10.49237790629313
165,10.492977426891107
166,10.493200509753448
167,10.493900687519053
168,10.494121111056268
169,10.494700444583566
170,10.494965549709516
171,10.494471326270068
172,10.493534542321466
173,10.49402117143815
174,10.494161747502979
175,10.494689857871242
176,10.495204057225038
177,10.495317761538596
178,10.495350255449457
179,10.495600227867671
180,10.4960570780851
181,10.496746079886178
182,10.495346269196432
183,10.4958132325724
184,10.496702062960619
185,10.497309019409728
186,10.497660892423541
187,10.498180609409468
188,10.49831447602586
189,10.494058474417656
190,10.494205948492528
191,10.494916287159683
192,10.494572522862388
193,10.492510499823346
194,10.492339164248943
195,10.493205092064482
196,10.49290237792714
197,10.492507773507736
198,10.492468801247599
199,10.493056825211992
200,10.492307291276331
201,10.491872756709986
202,10.490416819420503
203,10.484006332388539
204,10.485417779142631
205,10.485769915906236
206,10.483277288991696
207,10.478264807330877
208,10.464564542882664
209,10.450327058478171
210,10.45181701892454
211,10.45259283870734
212,10.450007915315918
213,10.413767198326633
214,10.365131549425483
215,10.374393681220916
216,10.375357165767095
217,10.37630662074257
218,10.376479442221468
219,10.377772340766036
220,10.37855857998627
221,10.379618873704228
222,10.380529728687426
223,10.38036442695973
224,10.378785015861341
225,10.379743846302919
226,10.380121010856879
227,10.37843896339685
228,10.374994209549802
229,10.371768984047609
230,10.37259079585868
231,10.370619921348137
232,10.371670847210469
233,10.372332018320972
234,10.373229305600763
235,10.373752683800355
236,10.374703837628779
237,10.374664435509526
238,10.375177398399051
239,10.376356860531557
240,10.37676077766469
241,10.37754912018053
242,10.378418756344937
243,10.379140180853147
244,10.37981985452007
245,10.38042353470555
246,10.381184520353479
247,10.380960412139489
248,10.381732875093045
249,10.38034965096702
250,10.38141750074509
251,10.382063106972295
252,10.382364441558975
253,10.382820805516264
254,10.383171317387067
255,10.383593157155698
256,10.38458221543928
257,10.385406714250019
258,10.385170314494134
259,10.385842890645756
260,10.37879460736651
261,10.372946033123661
262,10.373934906938238
263,10.374504667102487
264,10.37465253065517
265,10.373851791912264
266,10.374694575457221
267,10.375289298546523
268,10.375460401621996
269,10.376229727375591
270,10.37661881709548
271,10.376291392128469
272,10.374616615526197
273,10.375300924541564
274,10.375650847020083
275,10.376325904700062
276,10.377029223060564
277,10.377603493676542
278,10.37817772680132
279,10.37863873081982
280,10.379557778056618
281,10.379915967488186
282,10.378658402144582
283,10.379628671227213
284,10.376628830882026
285,10.374731563222396
286,10.375212695002922
287,10.373781886806798
288,10.374501270667077
289,10.375069594767702
290,10.374779144969072
291,10.375764933255061
292,10.376403259077033
293,10.376866602528498
294,10.376990403869767
295,10.372429388457489
296,10.372857715387184
297,10.372925546470364
298,10.373445544100647
299,10.37429478315651
300,10.374627999611267
301,10.372217455290505
302,10.373028041870686
303,10.373697411267672
304,10.374079784376525
305,10.374747554309709
306,10.375112090034595
307,10.375209444826249
308,10.375627357482438
309,10.37597324003273
310,10.37653533796247
311,10.37718201278007
312,10.377762397071399
313,10.374887290952906
314,10.37530952633675
315,10.376385107343205
316,10.375935810011415
317,10.376499490274904
318,10.377199324041662
319,10.37771495533691
320,10.378346699959401
321,10.378961163312754
322,10.379065321126282
323,10.379566336929734
324,10.380297777319639
325,10.379719593646078
326,10.380478232491194
327,10.381171572836113
328,10.380861504676094
329,10.37862052888226
330,10.37911710776418
331,10.376284184506414
332,10.375803847196762
333,10.376484740897858
334,10.376475262489327
335,10.376564409195781
336,10.375442569829842
337,10.37421254704041
338,10.374872950861764
339,10.375461206261923
340,10.376044051821873
341,10.376540188184192
342,10.376014101443385
343,10.376620248437789
344,10.377224912726708
345,10.377423692914507
346,10.377800048659068
347,10.378449800176044
348,10.379115703534127
349,10.379176443305537
350,10.379670625246575
351,10.380302764897596
352,10.380828630958886
353,10.381344366030522
354,10.381509145250963
355,10.380756628715558
356,10.379963479230986
357,10.380857800112882
358,10.381524120590328
359,10.381896316395128
360,10.381233040511287
361,10.38171750807636
362,10.382429352557379
363,10.38281576547186
364,10.383195861068991
365,10.38336086662146
366,10.383810907370266
367,10.384153414900178
368,10.384628553654887
369,10.385053038278132
370,10.385602427673152
371,10.385950165054599
372,10.386162095835047
373,10.386513992185465
374,10.387051697534591
375,10.38752516970269
376,10.387060023125096
377,10.386953630523376
378,10.387533142185305
379,10.387518200988909
380,10.387945469701073
381,10.388384522215702
382,10.388579264735519
383,10.389177432639135
384,10.389517617738479
385,10.389898540357768
386,10.39044178285934
387,10.3909114681182
388,10.387479158171603
389,10.380979191981922
390,10.381665603197277
391,10.38219570422056
392,10.382537479004297
393,10.383040264013788
394,10.38342594426236
395,10.383925788981369
396,10.3844551801478
397,10.38494135309556
398,10.385301867226199
399,10.38480207260925
400,10.384979114897273
401,10.38546375653904
402,10.385431668294238
403,10.385972354321696
404,10.386447568870889
405,10.38683968145692
406,10.378186193046878
407,10.377796684870576
408,10.378046294373462
409,10.377931067691335
410,10.378630259685352
411,10.378810197212776
412,10.379084596270694
413,10.379268752351905
414,10.378122633395456
415,10.378700404221274
416,10.379137351492963
417,10.379360423878147
418,10.379776959815107
419,10.379873644765873
420,10.380293752293102
421,10.37890261605934
422,10.378619975912764
423,10.378134466381896
424,10.378444510542984
425,10.370000603650597
426,10.372956147893435
427,10.373310747794255
428,10.37397747375964
429,10.374240861884804
430,10.374664312824867
431,10.374705824521373
432,10.37507581189737
433,10.375261355402172
434,10.375331488907976
435,10.375665566453925
436,10.37557492913097
437,10.374658616861792
438,10.375307638853707
439,10.374658263783655
440,10.375219449949379
441,10.375740971192398
442,10.376068328552503
443,10.375200483367012
444,10.36899725080164
445,10.36956924764163
446,10.369757092956357
447,10.366077875539718
448,10.366972928842186
449,10.366209793587824
450,10.366478851575259
451,10.36596827572355
452,10.36650194657489
453,10.366841639756888
454,10.367271557568396
455,10.367385421292852
456,10.367647293996711
457,10.367962264751865
458,10.368466818629948
459,10.368403577283269
460,10.36879498037569
461,10.36917812463658
462,10.368815506702216
463,10.369274947101259
464,10.36973327905919
465,10.370160331295573
466,10.370484568410404
467,10.369805622680767
468,10.370206468843435
469,10.370740837063924
470,10.370635083196007
471,10.371068763396963
472,10.371578489088344
473,10.371951805542997
474,10.372045876459435
475,10.372525986788167
476,10.37273933379005
477,10.372902474024684
478,10.372916576107928
479,10.372030718422707
480,10.372432942171038
481,10.372791034795315
482,10.373002667347041
483,10.373258149915634
484,10.372157349837755
485,10.365736337269928
486,10.367177421275732
487,10.367528334988037
488,10.36799703379054
489,10.368284326359719
490,10.368560970513627
491,10.36823220262758
492,10.368725307577966
493,10.368314397516944
494,10.368577982525375
495,10.368853885596888
496,10.368452094337576
497,10.36897031163104
498,10.369442172846572
499,10.361467656060842
500,10.359411732971317
501,10.360032018433875
502,10.359869589836558
503,10.359814414507536
504,10.359920422077458
505,10.359277035892749
506,10.359828495235547
507,10.360266892747417
508,10.349296885012636
509,10.353136357334872
510,10.353550793215607
511,10.353938607131257
512,10.354380559793785
513,10.354729705983303
514,10.354149515356676
515,10.354578316133566
516,10.35515022652307
517,10.355562631179824
518,10.3559994884892
519,10.356406354466097
520,10.356810748041324
521,10.357157323670277
522,10.357528695887652
523,10.35792160075482
524,10.358335200625366
525,10.357839742224543
526,10.358435771151333
527,10.358925379426804
528,10.359364091212852
529,10.359431648590636
530,10.359776939320392
531,10.360079632309187
532,10.360565550682706
533,10.360989102862064
534,10.360646253625005
535,10.360293367740079
536,10.360632151640429
537,10.360966670052026
538,10.361385868511592
539,10.361577033689741
540,10.362002083207779
541,10.362442167516068
542,10.362529165521883
543,10.362997822289259
544,10.36303378041284
545,10.362733740915134
546,10.363102099854958
547,10.363174779307574
548,10.363501185682775
549,10.363907282612615
550,10.36428307494699
551,10.363815607903545
552,10.363070389994368
553,10.363649314794413
554,10.363941406005853
555,10.364352786635987
556,10.36439747301294
557,10.364249006336323
558,10.361888153840594
559,10.363049421729263
560,10.363216349621919
561,10.36346391836357
562,10.363945758126928
563,10.364194154996042
564,10.36444068420197
565,10.364780088714864
566,10.365051625371796
567,10.36549179160315
568,10.365713628032214
569,10.36615293115464
570,10.366340479839138
571,10.366675010896481
572,10.366217766959227
573,10.366604971775931
574,10.367030762399407
575,10.367489532232156
576,10.367876014329637
577,10.368241857315754
578,10.368511093261308
579,10.36887282288776
580,10.369215819822177
581,10.369619543020333
582,10.369961503856633
583,10.370267467872575
584,10.370640479628992
585,10.371029387376993
586,10.371388456885384
587,10.371723476252262
588,10.372058992667291
589,10.37246386986081
590,10.372769213597985
591,10.37230852654419
592,10.37187072047557
593,10.37228519734683
594,10.372612320923796
595,10.372339417447721
596,10.372255507903454
597,10.3726485241145
598,10.373043897301507
599,10.37346484656971
600,10.37387001167045
601,10.37422222651897
602,10.374580370988305
603,10.374733760928217
604,10.374251371071008
605,10.374235624009406
606,10.374051612080093
607,10.374106223572692
608,10.373990349073347
609,10.37403908431371
610,10.374400599867721
611,10.374545942606069
612,10.374770293848162
613,10.374392616519836
614,10.374739453453712
615,10.375146207104848
616,10.375546406200497
617,10.375793050319594
618,10.375684969019874
619,10.376088792031227
620,10.376487602633977
621,10.376755623865115
622,10.37708554166943
623,10.377388826709936
624,10.377695172134525
625,10.37799044823505
626,10.378212532780909
627,10.37856116349844
628,10.378876035372588
629,10.378965240049427
630,10.379305397023018
631,10.379558300335871
632,10.379951906629005
633,10.380133286791638
634,10.380215359420768
635,10.380401210887843
636,10.380722140690978
637,10.381081520381365
638,10.381157132756199
639,10.381256121163371
640,10.38134612677533
641,10.38168717609785
642,10.381611550938947
643,10.381744438487173
644,10.381491084405376
645,10.380996361462609
646,10.381601968653001
647,10.38179000038401
648,10.382148951813935
649,10.38245816690869
650,10.382750074932817
651,10.382980605972687
652,10.383273952635857
653,10.383454524073
654,10.3835631013577
655,10.383790428923493
656,10.383622897325825
657,10.38382364575029
658,10.384059191476931
659,10.384267144060008
660,10.384573306593163
661,10.384806188005122
662,10.38511933608682
663,10.385040226000712
664,10.38516626705058
665,10.385395119199963
666,10.38567693637101
667,10.385736726676729
668,10.386110789727026
669,10.386405870603452
670,10.386254299544872
671,10.386342741023867
672,10.386414987953371
673,10.386516688396803
674,10.386886304008128
675,10.387189496026567
676,10.387487052550945
677,10.387686119178953
678,10.38785231016962
679,10.388070277028184
680,10.388259498185818
681,10.388384512984825
682,10.388616947395185
683,10.388956512127482
684,10.385824755156529
685,10.386478389865477
686,10.38672679698538
687,10.385932297813543
688,10.386059417644983
689,10.385919126714263
690,10.38611684252023
691,10.386395417047085
692,10.386567391408862
693,10.386714278596006
694,10.386008096145284
695,10.386062850269646
696,10.385582708146613
697,10.38554776287961
698,10.385817567150939
699,10.386109692911647
700,10.38633087307847
701,10.386327948420687
702,10.386599227518625
703,10.386929356075655
704,10.38722662935411
705,10.387010007933947
706,10.38713605419979
707,10.387460585516555
708,10.387750572716575
709,10.38794712653373
710,10.38819417512519
711,10.388088222330586
712,10.387072303594854
713,10.387322551121933
714,10.3872143713458
715,10.387437153057988
716,10.38736081676239
717,10.387480540251698
718,10.387768097965749
719,10.387986953262887
720,10.387606975554556
721,10.38790436076225
722,10.388012378737196
723,10.388157991434554
724,10.38821494037883
725,10.388559212375615
726,10.388604772731595
727,10.388932928983976
728,10.38916439280708
729,10.38931811704643
730,10.389227632628579
731,10.38947479373866
732,10.389775737554219
733,10.39003355720205
734,10.389956358653224
735,10.390161116617223
736,10.390199468183507
737,10.390002649008052
738,10.389890473705917
739,10.389925238117506
740,10.390057721086519
