Docker-yuvalsnir@ef.technion.ac.il@visl-184u:/data/yuvalsnir@ef.technion.ac.il$ python baseline2.py
classes with at least N samples: 6501
train_df (675029, 2)
test_df (117577, 3)
found classes 6501
Loaded pretrained weights for efficientnet-b0
--------------------------------------------------
epoch 1
total batches: 10547

epoch    batch             time    (avg time)        loss   (avg loss)    GAP score   (avg score)
---------------------------------------------------------------------------------------------------------
1     |  [0/10547]      || 0.636 | (0.636)      || 8.7842 | (8.7842)    || 0.0000   |   (0.0000)        ||
1     |  [10/10547]     || 0.054 | (0.149)      || 8.8777 | (8.7675)    || 0.0000   |   (0.0000)        ||
1     |  [20/10547]     || 0.247 | (0.133)      || 8.8570 | (8.7921)    || 0.0000   |   (0.0000)        ||
1     |  [30/10547]     || 0.056 | (0.123)      || 8.8537 | (8.7901)    || 0.0000   |   (0.0000)        ||
1     |  [40/10547]     || 0.272 | (0.122)      || 8.9245 | (8.8032)    || 0.0000   |   (0.0000)        ||
1     |  [50/10547]     || 0.055 | (0.119)      || 8.8139 | (8.8080)    || 0.0000   |   (0.0000)        ||
1     |  [60/10547]     || 0.192 | (0.119)      || 8.7773 | (8.8112)    || 0.0000   |   (0.0000)        ||
1     |  [70/10547]     || 0.054 | (0.118)      || 8.8956 | (8.8174)    || 0.0000   |   (0.0000)        ||
1     |  [80/10547]     || 0.222 | (0.116)      || 8.8218 | (8.8142)    || 0.0000   |   (0.0000)        ||
1     |  [90/10547]     || 0.053 | (0.115)      || 8.8942 | (8.8162)    || 0.0000   |   (0.0000)        ||
1     |  [100/10547]    || 0.153 | (0.115)      || 8.7166 | (8.8168)    || 0.0000   |   (0.0000)        ||
1     |  [110/10547]    || 0.054 | (0.114)      || 8.2796 | (8.7871)    || 0.0610   |   (0.0013)        ||
1     |  [120/10547]    || 0.201 | (0.114)      || 8.7789 | (8.7858)    || 0.0000   |   (0.0017)        ||
1     |  [130/10547]    || 0.053 | (0.113)      || 8.8394 | (8.7873)    || 0.0000   |   (0.0016)        ||
1     |  [140/10547]    || 0.271 | (0.114)      || 8.8125 | (8.7924)    || 0.0000   |   (0.0015)        ||
1     |  [150/10547]    || 0.054 | (0.113)      || 8.8486 | (8.7960)    || 0.0000   |   (0.0014)        ||
1     |  [160/10547]    || 0.248 | (0.113)      || 8.9004 | (8.7960)    || 0.0000   |   (0.0013)        ||
1     |  [170/10547]    || 0.054 | (0.113)      || 8.7285 | (8.7938)    || 0.0000   |   (0.0012)        ||
1     |  [180/10547]    || 0.250 | (0.113)      || 8.9840 | (8.7958)    || 0.0000   |   (0.0012)        ||
1     |  [190/10547]    || 0.054 | (0.113)      || 8.7933 | (8.7977)    || 0.0000   |   (0.0011)        ||
1     |  [200/10547]    || 0.263 | (0.113)      || 8.8353 | (8.7995)    || 0.0000   |   (0.0010)        ||
1     |  [210/10547]    || 0.053 | (0.113)      || 8.7191 | (8.8003)    || 0.0000   |   (0.0010)        ||
1     |  [220/10547]    || 0.274 | (0.113)      || 8.7542 | (8.7996)    || 0.0000   |   (0.0010)        ||
1     |  [230/10547]    || 0.053 | (0.113)      || 8.9456 | (8.8002)    || 0.0000   |   (0.0009)        ||
1     |  [240/10547]    || 0.309 | (0.113)      || 8.8135 | (8.8017)    || 0.0000   |   (0.0009)        ||
1     |  [250/10547]    || 0.054 | (0.113)      || 8.7950 | (8.8015)    || 0.0000   |   (0.0008)        ||
1     |  [260/10547]    || 0.259 | (0.113)      || 8.8625 | (8.8026)    || 0.0000   |   (0.0008)        ||
1     |  [270/10547]    || 0.053 | (0.113)      || 8.7129 | (8.8001)    || 0.0000   |   (0.0008)        ||
1     |  [280/10547]    || 0.294 | (0.113)      || 8.8387 | (8.8003)    || 0.0000   |   (0.0007)        ||
1     |  [290/10547]    || 0.053 | (0.113)      || 8.7322 | (8.7987)    || 0.0000   |   (0.0007)        ||
1     |  [300/10547]    || 0.280 | (0.113)      || 8.8714 | (8.7991)    || 0.0000   |   (0.0007)        ||
1     |  [310/10547]    || 0.053 | (0.113)      || 8.8470 | (8.7977)    || 0.0000   |   (0.0007)        ||
1     |  [320/10547]    || 0.263 | (0.113)      || 8.8275 | (8.7982)    || 0.0000   |   (0.0007)        ||
1     |  [330/10547]    || 0.053 | (0.113)      || 8.7598 | (8.7989)    || 0.0000   |   (0.0006)        ||
1     |  [340/10547]    || 0.302 | (0.113)      || 8.7702 | (8.7986)    || 0.0000   |   (0.0006)        ||
1     |  [350/10547]    || 0.053 | (0.113)      || 8.7415 | (8.7954)    || 0.0000   |   (0.0006)        ||
1     |  [360/10547]    || 0.266 | (0.113)      || 8.8589 | (8.7948)    || 0.0000   |   (0.0006)        ||
1     |  [370/10547]    || 0.053 | (0.113)      || 8.8385 | (8.7941)    || 0.0000   |   (0.0006)        ||
1     |  [380/10547]    || 0.323 | (0.113)      || 8.7477 | (8.7943)    || 0.0000   |   (0.0006)        ||
1     |  [390/10547]    || 0.053 | (0.113)      || 8.7985 | (8.7951)    || 0.0000   |   (0.0005)        ||
1     |  [400/10547]    || 0.323 | (0.113)      || 8.8487 | (8.7962)    || 0.0000   |   (0.0005)        ||
1     |  [410/10547]    || 0.053 | (0.116)      || 8.8181 | (8.7967)    || 0.0000   |   (0.0005)        ||
1     |  [420/10547]    || 0.559 | (0.124)      || 8.8682 | (8.7969)    || 0.0000   |   (0.0005)        ||
1     |  [430/10547]    || 0.045 | (0.132)      || 8.8316 | (8.7973)    || 0.0000   |   (0.0005)        ||
1     |  [440/10547]    || 0.248 | (0.136)      || 8.5505 | (8.7960)    || 0.0000   |   (0.0005)        ||
1     |  [450/10547]    || 0.046 | (0.142)      || 8.8653 | (8.7944)    || 0.0000   |   (0.0005)        ||
1     |  [460/10547]    || 0.738 | (0.151)      || 8.7930 | (8.7946)    || 0.0000   |   (0.0005)        ||
1     |  [470/10547]    || 0.054 | (0.152)      || 8.0854 | (8.7925)    || 0.0000   |   (0.0004)        ||
1     |  [480/10547]    || 0.876 | (0.155)      || 8.7876 | (8.7556)    || 0.0000   |   (0.0030)        ||
1     |  [490/10547]    || 0.054 | (0.162)      || 9.1566 | (8.7628)    || 0.0000   |   (0.0030)        ||
1     |  [500/10547]    || 0.046 | (0.165)      || 8.8795 | (8.7638)    || 0.0000   |   (0.0029)        ||
1     |  [510/10547]    || 0.054 | (0.171)      || 8.8590 | (8.7669)    || 0.0000   |   (0.0029)        ||
1     |  [520/10547]    || 0.935 | (0.181)      || 8.8812 | (8.7684)    || 0.0000   |   (0.0028)        ||
1     |  [530/10547]    || 0.053 | (0.179)      || 7.5211 | (8.7627)    || 0.0000   |   (0.0028)        ||
1     |  [540/10547]    || 0.260 | (0.182)      || 8.8486 | (8.7438)    || 0.0000   |   (0.0027)        ||
1     |  [550/10547]    || 0.048 | (0.188)      || 9.0020 | (8.7463)    || 0.0000   |   (0.0027)        ||
1     |  [560/10547]    || 1.200 | (0.193)      || 9.0764 | (8.7501)    || 0.0000   |   (0.0026)        ||
1     |  [570/10547]    || 1.540 | (0.202)      || 8.9634 | (8.7533)    || 0.0000   |   (0.0026)        ||
1     |  [580/10547]    || 0.341 | (0.206)      || 8.8424 | (8.7549)    || 0.0000   |   (0.0025)        ||
1     |  [590/10547]    || 0.046 | (0.208)      || 8.8537 | (8.7561)    || 0.0000   |   (0.0025)        ||
1     |  [600/10547]    || 1.076 | (0.213)      || 8.6738 | (8.7565)    || 0.0000   |   (0.0024)        ||
1     |  [610/10547]    || 0.052 | (0.218)      || 8.7643 | (8.7575)    || 0.0000   |   (0.0024)        ||
1     |  [620/10547]    || 1.561 | (0.226)      || 8.7456 | (8.7586)    || 0.0000   |   (0.0024)        ||
1     |  [630/10547]    || 0.054 | (0.230)      || 8.8083 | (8.7595)    || 0.0000   |   (0.0023)        ||
1     |  [640/10547]    || 0.224 | (0.232)      || 8.4764 | (8.7595)    || 0.0000   |   (0.0023)        ||
1     |  [650/10547]    || 0.049 | (0.235)      || 8.7693 | (8.7586)    || 0.0000   |   (0.0022)        ||
1     |  [660/10547]    || 0.275 | (0.236)      || 8.8529 | (8.7585)    || 0.0000   |   (0.0022)        ||
1     |  [670/10547]    || 0.045 | (0.237)      || 8.8154 | (8.7560)    || 0.0000   |   (0.0022)        ||
1     |  [680/10547]    || 1.983 | (0.244)      || 8.7507 | (8.7559)    || 0.0000   |   (0.0021)        ||
1     |  [690/10547]    || 0.054 | (0.246)      || 8.7031 | (8.7550)    || 0.0000   |   (0.0021)        ||
1     |  [700/10547]    || 1.914 | (0.251)      || 8.7268 | (8.7552)    || 0.0000   |   (0.0021)        ||
1     |  [710/10547]    || 0.045 | (0.255)      || 8.7585 | (8.7547)    || 0.0000   |   (0.0021)        ||
1     |  [720/10547]    || 0.266 | (0.255)      || 8.3455 | (8.7535)    || 0.0000   |   (0.0020)        ||
1     |  [730/10547]    || 1.125 | (0.255)      || 8.4295 | (8.7217)    || 0.0136   |   (0.0059)        ||
1     |  [740/10547]    || 0.144 | (0.256)      || 8.2487 | (8.7249)    || 0.0000   |   (0.0058)        ||
1     |  [750/10547]    || 0.053 | (0.259)      || 8.4719 | (8.7255)    || 0.0000   |   (0.0058)        ||
1     |  [760/10547]    || 0.042 | (0.257)      || 6.9848 | (8.7165)    || 0.0000   |   (0.0057)        ||
1     |  [770/10547]    || 0.052 | (0.263)      || 8.7312 | (8.7176)    || 0.0000   |   (0.0056)        ||
1     |  [780/10547]    || 0.045 | (0.264)      || 8.8005 | (8.7182)    || 0.0000   |   (0.0055)        ||
1     |  [790/10547]    || 0.836 | (0.270)      || 8.6730 | (8.7191)    || 0.0000   |   (0.0055)        ||
1     |  [800/10547]    || 0.051 | (0.274)      || 8.7407 | (8.7192)    || 0.0000   |   (0.0054)        ||
1     |  [810/10547]    || 0.053 | (0.274)      || 8.4918 | (8.7190)    || 0.0000   |   (0.0053)        ||
1     |  [820/10547]    || 0.045 | (0.277)      || 8.7777 | (8.7186)    || 0.0000   |   (0.0053)        ||
